edad,comentario,lugar,genero,comentario_cleaned,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5,prob_topico_6,prob_topico_7,prob_topico_8,prob_topico_9,topico_dominante
23,"creo que tiene mucho potencial, en especial en cuanto a la gastronomia y las actividades culturales",irapuato,mujer,potencial especial gastronomia actividad cultural,0.016667949224866127,0.016666666751247377,0.016667424866453697,0.016668104928846555,0.016666666722067097,0.016667055571132138,0.016666666774671234,0.8499942436031331,0.016666666716963537,0.01666855484061906,7
21,"lugar pequeno, sin muchas atracciones, nada llamativo",irapuato,mujer,lugar pequeno atraccion llamativo,0.020002125536937393,0.020003412169633306,0.02000134994167342,0.8199819564912991,0.02000184832018959,0.02000000002812473,0.020006388032680084,0.020000554389954465,0.02000132848545494,0.020001036604053012,3
21,"salamanca es un lugar muy hostil, no lo recomendaria para visitar pero o lo dejaria de ultima opcion ya que son contados los lugares ""bonitos"" que uno encuentra en facebook",leon,mujer,salamanca lugar hostil recomendario visitar dejaria ultima opcion contar lugar bonito facebook,0.007693988415159923,0.007693605347279794,0.007693257053127277,0.007692934613487938,0.007693010643497589,0.007692477452530421,0.007694080801697403,0.0076933283279644995,0.007694779460276161,0.930758537884979,9
25,"creo que salamanca podria ser una buena ciudad si el gobierno quisiera hacerla crecer, pero hay mucha inseguridad y todo se ve muy descuidado",irapuato,mujer,salamanca ciudad gobierno querer hacer crecer inseguridad descuidado,0.011112188692884948,0.011111691581016983,0.011112057236303808,0.011111111176826203,0.01111126877295202,0.011111720215526333,0.011112281254868928,0.8999919473333231,0.01111352258553558,0.011112211150762082,7
21,"aunque la gente salmantino sea variada en cuanto amabilidad, salamanca actualmente es un lugar para evitar, se esta convirtiendo en lugar fantasma por la inseguridad, llevando se asi la gastronomia y cultura que salamanca tenia y que al dia de hoy se estan perdiendo por falta de seguridad",salamanca,mujer,gente salmantino variar amabilidad salamanca actualmente lugar evitar convertir lugar fantasma inseguridad llevar gastronomia cultura salamanca tenia perder falta seguridad,0.9571392865183488,0.0047624327014884294,0.004762333334209503,0.0047620978259034965,0.004762030389180175,0.004762079105106671,0.004762532130574509,0.0047623719641999036,0.004762550513849128,0.004762285517139382,0
19,"es una ciudad con oportunidades laborales y estudiantiles decentes y se puede tener una calidad de vida buena, aun asi cuenta con zonas muy inseguras, poca recreacion y mucha contaminacion, aunque con grandes personas.",salvatierra,hombre,ciudad oportunidad laboral estudiantil decente calidad vida zona insegura recreacion contaminacion persona,0.8538476216728403,0.08461067069892113,0.007693184980763298,0.007692307802919881,0.007692378244321353,0.0076925436305146245,0.00769360234953362,0.0076926829441925325,0.007692594733015773,0.00769241294297746,0
19,aventura,salvatierra,mujer,aventura,0.050000000436254806,0.05000000070065122,0.05000000028653917,0.050000001090373294,0.05000000045843358,0.050000000294013296,0.05000000089546303,0.050000000814579115,0.5499999945831745,0.050000000440518104,8
20,"salamanca es un muy buen lugar, tiene muchos lugares accesibles precios bastante buenos, lugares que puedes ir conociendo poco a poco y aunque la inseguridad y tambien el propio gobierno a veces no ayuda, el poder estar con muchas personas y que muchas sean calidas y te puedas llevar bien es lo que lo caracteriza de todo, es un lugar muy resiliente la verdad",orizaba,hombre,salamanca lugar lugar accesibl precio lugar poder conocer inseguridad gobierno ayudar persona calir poder caracterizar lugar resiliente,0.005556006609850468,0.005556401879927262,0.005555997766315446,0.005555737599117908,0.005555810712591104,0.0055556505045323175,0.9499961119756466,0.005555999287671145,0.005556406450319263,0.005555877214028433,6
22,huele feo la refineria,salamanca,mujer,oler feo refineria,0.5249998273050488,0.025000000300044175,0.025000000122932544,0.025000000466132256,0.025000000196529145,0.27499819632780254,0.02500000038313871,0.025000000348656067,0.02500197436085192,0.02500000018886388,0
21,"al igual que en varios municipios de guanajuato la ciudad se ve opacada por las constantes olas de violencia que causan inseguridad en sus habitantes por o tanto tambien a sus turistas, ademas es vista como una ciudad industrial por la refineria lo que le da mala imagen ambiental",valle de santiago,hombre,municipio guanajuato ciudad opacado constante ola violencia causar inseguridad habitante turista ver ciudad industrial refineria malo imagen ambiental,0.005263779057764019,0.005263486365026123,0.005264117979008282,0.005263157984248972,0.005263369982376669,0.952627933496365,0.0052634280324339346,0.005263852646509926,0.005263606812950631,0.005263267643316333,5
26,"es un lugar muy sucio incluso en el aire, donde se tienen niveles de inseguridad bastante altos",guanajuato,hombre,lugar sucio aire nivel inseguridad alto,0.014286491988125245,0.8714222470365045,0.014286117686526602,0.014286080690227073,0.0142861250706294,0.014286621933028393,0.014287344152867249,0.014286405429883514,0.014286140163109634,0.014286425849098403,1
20,"tiene muy pocas cosas para hacer, y las que hay en su mayoria quedan lejos. asi como muchos lugares, la delincuencia y violencia que hay ponen en muy mala finta a la ciudad. en general, aunque no he tenido muy malas experiencias, realmente no me gustaria quedarme ni recomendar que vengan a vivir/estudiar aqui",leon,mujer,cosa mayoria quedar lejos lugar delincuencia violencia poner malo finta ciudad general mala experiencia realmente gustariar quedar recomendar vengar vivir estudiar,0.004545751608391632,0.004546182033708048,0.9590878648841421,0.004545572701021397,0.004545771768930667,0.0045456424314625045,0.004545712825448934,0.004545615704013899,0.004546038953836842,0.0045458470890439836,2
30,"salamanca es una ciudad que he visitado desde hace muchos anos por estudios, recreacion y para hacer compras. ahi viven algunos de mis familiares y amigos y eso me hace tener una buena impresion de la ciudad. sin embargo, tambien creo que, lamentablemente, los temas de la contaminacion y la inseguridad han afectado su imagen y, por ejemplo, ya no se tiene tanta confianza para visitar zonas turisticas a las afueras de la ciudad.",valle de santiago,hombre,salamanca ciudad visitar ano estudio recreacion compra vivir familiar amigo impresion ciudad lamentablemente tema contaminacion inseguridad afectar imagen ejemplo tanto confianza visitar zona turistica afuera ciudad,0.9666642505327075,0.0037040491623056937,0.003704002889574154,0.003703703740799903,0.0037040374175014512,0.0037039722846083896,0.0037039936829409204,0.0037040684124884584,0.0037040122981889106,0.0037039095788845315,0
